#{"t_start": 1766974752.8905942, "env_id": "CustomHopper-source-v0"}
r,l,t
175.221885,89,23.929749
71.340425,41,23.96792
81.798801,50,24.021424
159.003684,77,24.086364
159.339997,77,24.152808
65.946055,39,24.188232
73.684889,44,24.226857
139.267836,82,24.291438
89.151004,57,24.330971
80.61352,48,24.371446
94.003545,50,24.416817
60.714251,35,24.451273
142.808656,73,24.513351
119.220876,90,24.589878
213.623911,110,24.706522
96.141786,52,24.75571
119.664645,62,24.824077
84.553709,48,24.867331
99.705842,58,24.92012
61.088712,41,24.954916
55.322551,32,24.980024
56.799498,33,25.016812
84.409103,55,25.060474
41.222644,31,25.086027
258.212971,145,25.22118
83.190223,58,25.282894
86.944027,51,25.330255
9.405288,13,25.349326
50.864672,36,25.380705
32.887041,25,25.403722
226.048836,105,25.501344
106.1981,56,25.54479
83.201632,59,25.604248
182.977652,85,25.667519
130.259018,65,25.726626
178.457261,92,25.803744
45.143633,34,25.83536
9.367946,14,25.84489
143.750875,71,25.908873
78.421536,48,25.939153
35.274292,26,25.96468
111.162581,59,26.021022
169.540141,80,26.087308
120.846286,62,26.204885
86.175828,68,26.288365
238.629683,119,26.398757
120.718214,68,26.451995
179.650947,91,26.53909
239.280867,114,26.63842
108.614057,58,26.689211
220.244558,99,26.776563
89.202785,48,26.819732
89.592244,53,26.870509
3.908463,13,26.884073
137.452227,72,26.967704
86.13618,48,27.014375
175.753117,88,27.099423
73.918856,42,27.132759
10.887656,17,27.142533
161.180587,78,27.218968
140.284224,77,27.282508
150.655385,74,27.342081
58.013119,39,29.273302
117.082817,60,29.332188
153.38646,75,29.405625
113.771434,66,29.457175
54.301247,31,29.481705
80.394155,45,29.526434
229.715467,103,29.594812
224.38528,103,29.691594
93.155493,53,29.741346
89.264434,57,29.787599
129.824329,64,29.84953
200.962725,91,29.911371
155.920126,78,29.996275
225.640052,103,30.087531
59.143698,35,30.116994
107.717953,57,30.174586
201.805285,109,30.272144
64.64832,38,30.302372
91.464445,55,30.344156
203.243568,88,30.429461
63.250178,37,30.444423
149.010238,74,30.525954
133.83217,64,30.580274
63.864524,38,30.624854
121.282897,60,30.679844
85.20097,48,30.734331
71.096366,44,30.76088
154.897025,79,30.846416
146.764958,81,30.911167
64.69359,37,30.939451
207.072915,90,31.105077
226.887069,108,31.212795
159.662094,75,31.272449
83.155828,50,31.320917
154.882122,78,31.38381
63.434573,37,31.420174
65.083,44,31.460324
103.05614,55,31.493756
143.150178,69,31.570379
114.76332,58,31.616486
154.574152,76,31.68889
65.073631,39,31.717561
69.496241,40,31.761853
108.031084,56,31.80752
62.278566,40,31.832974
118.436807,68,31.899627
126.617772,62,31.944295
101.693891,54,31.999512
107.598344,57,32.054308
105.760785,77,32.136571
120.705184,64,32.189158
91.56831,51,32.240435
108.33423,61,32.291421
144.335539,72,32.361533
87.615153,50,32.39344
53.613089,32,32.410696
88.39387,50,32.469322
189.285527,94,32.526557
73.814058,43,32.57653
24.386158,23,32.593217
89.844188,47,32.630448
119.675479,64,32.693265
174.299959,78,32.755168
64.0335,38,32.79843
72.632582,47,32.832394
81.831026,47,32.859702
215.554082,116,34.842256
203.906457,95,34.93318
116.072495,60,34.983196
104.328834,57,35.033867
160.839196,79,35.110115
92.679975,51,35.152442
121.702159,62,35.213215
110.18422,59,35.260569
168.06986,82,35.337275
251.621144,110,35.437357
170.697765,78,35.493916
123.309834,64,35.548007
68.67884,39,35.575223
230.22909,111,35.675505
85.389115,48,35.708448
204.662532,92,35.808431
76.569286,55,35.862362
97.694344,53,35.914613
84.154352,54,35.979968
200.653564,98,36.159154
78.549576,45,36.208078
207.212539,95,36.292108
265.315609,128,36.405321
227.191174,105,36.499284
95.37163,53,36.544678
66.021349,39,36.583301
191.055451,89,36.655059
195.418861,86,36.73227
195.140284,92,36.81586
100.770738,56,36.862727
166.143395,78,36.93417
176.360952,87,36.996649
215.31802,99,37.091826
209.05806,90,37.172566
87.226889,51,37.214204
217.390065,96,37.320756
263.171306,142,37.452104
101.717305,70,37.513332
209.245888,91,37.592718
215.019104,96,37.661573
123.558134,64,37.722718
123.980018,62,37.772573
20.990308,24,37.790372
165.819592,81,37.862264
242.643725,102,37.953056
230.063432,102,38.049207
90.907069,52,38.090625
73.867895,42,38.123673
213.622979,94,38.190273
219.635849,95,38.293898
187.712156,95,38.385894
217.711393,95,38.462698
149.094564,76,38.534143
230.13218,103,40.57889
205.509441,101,40.674124
130.699482,67,40.730825
231.982462,105,40.830371
215.867598,95,40.916108
205.41291,90,40.995529
262.198252,123,41.232515
233.309988,110,41.322404
192.447218,90,41.410693
245.467787,109,41.495972
209.696593,100,41.594675
222.148493,98,41.673959
183.410507,86,41.75371
175.133671,80,41.829963
224.710224,104,41.925078
219.705934,99,42.005278
49.172147,34,42.044896
229.983871,111,42.143981
225.254515,105,42.234488
137.168514,73,42.294867
237.947474,103,42.390543
125.113782,65,42.446493
45.61983,43,42.487589
74.294048,43,42.527208
195.454657,87,42.608076
240.064264,114,42.724363
177.466177,80,42.807128
221.545158,113,42.904875
183.509382,86,42.976545
224.504183,100,43.065022
227.825194,102,43.151535
114.945066,58,43.194195
229.511713,109,43.291115
209.752359,92,43.371524
226.601353,103,43.466756
67.138676,40,43.498113
254.110115,105,43.655391
205.861934,94,43.747332
115.425207,62,43.804484
182.816125,82,43.875318
235.92993,105,43.973387
116.05801,66,44.044556
175.613191,82,44.120928
218.779306,96,44.207975
235.445396,102,44.298883
159.697415,76,44.366353
209.140572,92,46.343019
269.050759,132,46.464973
153.221755,73,46.528704
258.015333,114,46.628999
174.771771,79,46.703075
218.120712,100,46.795388
100.753732,56,46.8411
235.588037,103,46.937758
240.835787,113,47.041551
228.740203,116,47.1385
82.335733,50,47.190456
140.21781,73,47.253108
182.384152,87,47.326782
133.649319,68,47.389543
214.231314,112,47.49027
99.332508,61,47.541429
230.533891,104,47.625941
231.232228,105,47.728133
218.800521,101,47.818162
80.831448,47,47.856473
225.134673,101,47.948199
169.408067,88,48.023054
218.604178,101,48.10807
241.304936,104,48.202024
145.452029,76,48.275443
226.981251,97,48.365328
266.711217,112,48.463926
216.212348,93,48.538549
239.784778,115,48.719385
139.477453,75,48.816427
225.696431,98,48.9145
174.149308,91,48.990814
224.841183,104,49.083169
213.627867,94,49.174893
219.001105,103,49.276113
104.459317,60,49.322335
224.762238,100,49.450207
250.785756,120,49.606082
228.925605,101,49.713227
233.004153,97,49.808871
225.180429,102,49.896821
228.931579,97,49.992299
259.069004,118,50.094429
224.30939,105,50.193327
221.597069,102,52.166599
251.033289,107,52.271793
203.734116,88,52.354716
